first_name,last_name,start_date,exit_date,job_title,supervisor,business_unit,employee_status,employee_type,termination_type,department_type,division,date_of_birth,state,gender_code,performance_score,current_employee_rating,employee_id,engagement_score,satisfaction_score,work_life_balance_score,training_date,training_program_name,training_type,training_outcome,trainer,training_duration_days,training_cost
Alessandra,Lee,2020-02-12,2022-07-15,"IT Support","Lauren Douglas",BPC,Active,Contract,Retirement,IT/IS,Splicing,1943-11-30,MA,Female,"Fully Meets",3,3921,4,3,2,2023-06-04,"Customer Service",External,Completed,"Sandra Haney",5,393.54
Alessandra,Novak,2018-09-10,2023-06-08,"IT Support","William Murray",SVG,Active,Part-Time,Resignation,IT/IS,Fielders,1983-04-10,MA,Female,"Fully Meets",2,2247,3,4,4,2023-04-19,"Communication Skills",External,Incomplete,"Tiffany Johnson",3,803.16
Alessandro,Chavez,2020-05-12,NULL,"Production Technician II","Steve Macdonald",TNS,Active,Part-Time,Unk,Sales,"Field Operations",1963-08-20,PA,Female,"Fully Meets",3,1944,1,4,1,2022-10-26,"Technical Skills",External,Completed,"Michelle Rosales",5,742.31
Alessandro,Fuller,2021-09-09,NULL,"Production Technician I","Antonio Wilson",TNS,Active,Part-Time,Unk,Production,"Wireline Construction",1983-09-09,MA,Male,"Fully Meets",3,1590,5,1,3,2023-03-16,"Leadership Development",Internal,Failed,"Jordan Jarvis",2,187.35
Alessandro,Harris,2022-09-17,2023-07-10,"Production Technician I","Dr. Ray Austin",BPC,Active,Part-Time,Retirement,Production,Splicing,1956-05-04,MA,Female,"Fully Meets",3,1585,5,4,4,2023-02-06,"Technical Skills",External,Incomplete,"Lauren Rogers PhD",5,843.28
Alessandro,Sawyer,2021-03-25,NULL,"Production Technician I","Holly Mooney",MSC,Active,Contract,Unk,Production,"Field Operations",1995-08-11,MA,Female,"Fully Meets",1,3194,2,5,5,2023-01-23,"Leadership Development",Internal,Passed,"Audrey Stanley",5,143.28
Alex,Collins,2022-02-14,NULL,"Production Technician I","Tracy Scott",CCDR,Active,Part-Time,Unk,Production,Fielders,1953-12-12,MA,Male,"Fully Meets",1,2874,3,5,1,2022-09-27,"Project Management",Internal,Passed,"Ryan Powers",5,107.25
Alex,Sweetwater,2020-03-04,2021-09-08,"Software Engineering Manager","Regina Becker",NEL,Active,Part-Time,Retirement,"Software Engineering",Wireless,1945-10-25,MA,Male,"Fully Meets",4,2485,3,5,5,2022-08-30,"Communication Skills",Internal,Completed,"Timothy Mckee",2,642.68
Alexa,Mercer,2019-06-05,NULL,"Data Analyst","Kelly Mathis",CCDR,Active,Part-Time,Unk,Production,"General - Con",1991-04-07,MA,Male,"Fully Meets",2,2309,2,5,5,2023-07-20,"Communication Skills",Internal,Incomplete,"Tammy Norman",1,309.24
Alexandra,Bean,2020-03-13,NULL,"Production Technician I","Francis York",CCDR,Active,Full-Time,Unk,Production,"Wireline Construction",1973-04-15,MA,Male,"Fully Meets",1,2772,2,4,5,2023-02-06,"Leadership Development",Internal,Passed,"Timothy Valdez",5,258.08
Alexandra,Bryant,2021-12-08,NULL,"Area Sales Manager","Mario Moran",PL,Active,Contract,Unk,Sales,Underground,1967-07-28,VT,Female,"Fully Meets",2,2730,2,3,4,2023-05-20,"Project Management",External,Incomplete,"Teresa Jenkins",5,486.43
Alexandra,Kirill,2019-09-08,2020-08-29,"Production Technician I","Mark Hernandez",BPC,"Voluntarily Terminated",Full-Time,Retirement,Production,Splicing,1952-05-31,MA,Female,"Fully Meets",3,1111,4,1,1,2022-12-05,"Project Management",Internal,Failed,"Brendan Holmes",5,786.57
Alexia,Hughes,2023-02-01,2023-02-03,"Production Technician II","Timothy Powell",MSC,"Voluntarily Terminated",Full-Time,Voluntary,Production,Engineers,1942-07-13,MA,Female,Exceeds,3,1474,2,1,3,2023-02-19,"Project Management",External,Failed,"Stephanie Stevens",1,798.37
Alexia,Pham,2019-05-23,2022-05-10,"Production Technician I","Angela Shaffer",NEL,Active,Part-Time,Retirement,Production,Engineers,1998-06-08,MA,Male,"Fully Meets",3,3792,2,2,2,2022-09-09,"Project Management",External,Passed,"Angela Castillo",1,385.62
Alexis,Harrell,2021-01-05,2021-06-18,"BI Developer","Jennifer Adams",SVG,Active,Contract,Retirement,IT/IS,"Finance & Accounting",1954-03-06,MA,Male,"Fully Meets",3,1686,2,4,2,2022-11-11,"Communication Skills",External,Completed,"Paul Cook",2,851.38
Alexis,Kirby,2020-10-07,NULL,"Production Technician I","Keith Odonnell",WBL,Active,Part-Time,Unk,Production,Engineers,1956-01-07,MA,Female,Exceeds,2,2152,3,1,4,2022-10-15,"Communication Skills",External,Completed,"Michael May",4,606.89
Alexis,Moss,2022-11-03,2023-02-09,"Senior BI Developer","Benjamin Frederick",BPC,Active,Contract,Resignation,"Admin Offices",Engineers,1950-11-07,MA,Female,"Fully Meets",3,1026,5,2,5,2023-04-17,"Communication Skills",External,Incomplete,"Jennifer Robinson",4,431.57
Alexis,Nielsen,2023-01-12,NULL,"Production Technician II","Michelle Dickerson",EW,Active,Part-Time,Unk,Production,"General - Sga",1942-10-30,MA,Female,"Fully Meets",3,2090,3,4,3,2022-10-23,"Leadership Development",Internal,Incomplete,"Patricia Simpson",1,189.64
Alexus,Estes,2020-04-15,NULL,"Area Sales Manager","April Randolph",BPC,Active,Full-Time,Unk,Sales,"Wireline Construction",1958-01-03,TX,Male,"Fully Meets",1,3514,2,1,1,2023-02-21,"Leadership Development",Internal,Incomplete,"Jimmy Lucero",3,975.46
Alexus,Greer,2022-07-27,2022-10-09,"Production Manager","Clayton Phillips",PYZ,Active,Full-Time,Resignation,Production,"General - Con",1942-04-10,MA,Female,"Fully Meets",4,2413,4,2,2,2022-09-01,"Communication Skills",External,Failed,"Jennifer Henderson",1,193.51
Alexzander,Guzman,2022-06-19,2023-05-20,"Director of Operations","David Patel",MSC,Active,Contract,Resignation,Production,"Wireline Construction",1982-06-15,MA,Male,"Fully Meets",2,2425,2,2,2,2023-04-23,"Technical Skills",External,Failed,"Gary Love",3,136.76
Alexzander,Pope,2022-10-17,2023-06-26,"Network Engineer","David Rodriguez",TNS,Active,Full-Time,Involuntary,"Executive Office","Shop (Fleet)",1987-08-24,MA,Male,"Needs Improvement",3,3823,5,4,1,2022-09-21,"Communication Skills",External,Completed,"Gary Hill",4,516.9
Alfred,Caldwell,2019-06-15,NULL,"Production Technician I","Isaiah Giles",BPC,Active,Contract,Unk,Production,"Project Management - Con",1944-09-10,MA,Female,Exceeds,4,2153,3,5,3,2023-02-24,"Customer Service",Internal,Completed,"Jeremy Robinson",2,190.07
Alfred,Digitale,2020-04-29,2021-10-20,"Area Sales Manager","Nathan Kelly",BPC,Active,Full-Time,Resignation,Sales,"Finance & Accounting",1954-04-07,NH,Male,"Fully Meets",2,2580,1,2,4,2023-03-07,"Communication Skills",Internal,Incomplete,"Andrew Prince",1,227.13
Alfred,Goodman,2020-04-03,2021-12-27,"Production Technician II","Kevin Robertson",PYZ,Active,Full-Time,Involuntary,Production,"General - Sga",1977-03-06,MA,Female,"Fully Meets",4,3008,2,1,4,2023-03-15,"Leadership Development",Internal,Incomplete,"Tamara Perez",3,967.08
Alfred,Manning,2023-07-29,2023-08-06,"Production Technician I","Sally Owens",PL,"Voluntarily Terminated",Full-Time,Retirement,Production,"General - Con",1987-07-27,MA,Female,"Fully Meets",3,2059,4,4,5,2023-05-06,"Customer Service",External,Completed,"Melissa Marshall",3,969.03
Alfred,Rivas,2022-12-31,NULL,"Director of Operations","Randy Thomas",SVG,Active,Contract,Unk,Sales,"Field Operations",1951-02-03,MA,Male,"Fully Meets",2,2536,2,1,2,2022-08-26,"Leadership Development",External,Completed,"Nathan Kline",1,243.63
Alfredo,Perry,2019-04-21,NULL,"Production Technician I","Wesley Pearson",PYZ,Active,Full-Time,Unk,Production,"General - Con",1999-05-28,MA,Female,"Fully Meets",2,2990,2,2,3,2023-05-14,"Project Management",External,Passed,"Logan Smith",3,494.03
Ali,Benjamin,2023-04-08,2023-06-09,"Software Engineer","Micheal Moreno",PL,Active,Contract,Resignation,"Software Engineering","Project Management - Con",1989-09-04,MA,Male,"Fully Meets",4,2499,5,5,3,2022-10-12,"Project Management",Internal,Failed,"Lisa Higgins",2,190.49
Aliana,Blake,2023-03-12,2023-06-02,"Production Manager","Amber Ross",NEL,Active,Contract,Involuntary,Production,"Field Operations",1959-01-13,MA,Male,"Fully Meets",4,2474,4,5,2,2022-11-18,"Project Management",Internal,Completed,"Ashley Stephens",5,543.64
Aliana,Nolan,2018-09-13,2021-09-17,"Area Sales Manager","Brianna Mathews",MSC,Active,Contract,Involuntary,Sales,"Field Operations",1942-08-09,CO,Male,"Needs Improvement",3,3462,3,3,1,2023-07-19,"Project Management",External,Completed,"Stacey Esparza",1,320.01
Aliana,Pena,2020-04-14,NULL,"Production Technician II","Virginia Castro",PL,Active,Full-Time,Unk,Production,"General - Con",1998-05-17,MA,Female,"Fully Meets",3,1235,5,5,3,2023-04-10,"Project Management",Internal,Failed,"Roberto Brennan",3,737.91
Aliana,Pennington,2021-03-08,2022-12-17,"Production Technician I","Aaron Mendoza",TNS,"Voluntarily Terminated",Full-Time,Voluntary,Production,"Field Operations",2000-07-02,MA,Female,"Fully Meets",3,1302,1,2,4,2022-08-20,"Project Management",Internal,Passed,"Jennifer Thornton",2,758.79
Aliana,Shaw,2019-08-07,2023-03-08,"Database Administrator","Joseph Shelton",EW,Active,Contract,Retirement,IT/IS,"General - Sga",1997-01-02,TX,Female,"Fully Meets",3,3956,4,5,2,2022-10-21,"Customer Service",External,Failed,"Michael Garcia",4,611.15
Alice,Craig,2021-02-05,NULL,"Production Technician I","Larry Ramirez",WBL,Active,Part-Time,Unk,Production,Engineers,1975-02-24,MA,Male,"Fully Meets",3,1569,1,3,1,2023-03-20,"Customer Service",Internal,Completed,"Brian Fitzpatrick",2,771.98
Alice,Dudley,2021-03-17,2023-05-13,"Production Manager","Derrick Cannon",TNS,"Voluntarily Terminated",Contract,Resignation,Production,"General - Con",2001-02-27,MA,Female,"Fully Meets",5,2340,4,5,3,2023-05-05,"Project Management",External,Failed,"Timothy Jones",1,811.91
Alice,House,2021-03-15,NULL,"Production Technician I","Stacy Blackwell",SVG,Active,Contract,Unk,Production,"General - Sga",1980-09-16,MA,Female,"Fully Meets",3,1510,2,3,3,2022-10-13,"Technical Skills",External,Incomplete,"Sarah Butler",5,986.78
Alice,Kaufman,2022-09-10,2023-02-09,"Production Technician I","Anne Weaver",CCDR,Active,Contract,Resignation,Production,"Field Operations",1960-11-26,MA,Female,"Fully Meets",3,1563,1,4,3,2022-12-09,"Leadership Development",External,Incomplete,"Laura Harper",3,721.86
Alijah,Singh,2021-04-09,2021-11-28,"Production Technician I","Brandi Ruiz",SVG,Active,Part-Time,Voluntary,Production,"General - Con",1995-08-25,MA,Female,"Needs Improvement",3,1433,5,1,3,2022-09-18,"Customer Service",Internal,Passed,"Tiffany Adams",4,863.73
Alina,Benson,2019-12-01,2023-01-25,"BI Developer","Mario Ellis",CCDR,Active,Full-Time,Retirement,IT/IS,Aerial,1963-02-10,MA,Male,"Fully Meets",2,2517,5,5,1,2023-04-01,"Technical Skills",Internal,Incomplete,"Herbert Perez",5,826.65
Alisa,Aguirre,2022-11-06,NULL,"Production Technician I","Jennifer Lopez",CCDR,Active,Full-Time,Unk,Production,Splicing,1952-10-12,MA,Female,"Fully Meets",5,3223,4,4,2,2023-03-14,"Communication Skills",Internal,Incomplete,"Eric Lucas",4,158.97
Alisa,James,2020-02-19,NULL,"Area Sales Manager","Dennis Henderson",SVG,Active,Full-Time,Unk,Sales,Aerial,1944-02-10,TX,Male,"Fully Meets",3,3460,4,3,3,2023-07-08,"Communication Skills",External,Incomplete,"Willie Hernandez",5,919.52
Alison,Evans,2020-06-04,2022-10-30,"Production Manager","Christopher Mccann",NEL,"Terminated for Cause",Full-Time,Voluntary,Production,"Shop (Fleet)",1977-05-30,MA,Female,"Fully Meets",2,2437,3,5,2,2023-05-02,"Customer Service",External,Completed,"Matthew Barrera",2,669.99
Alison,Fuller,2022-07-02,NULL,"Production Technician I","Deborah Blackwell",WBL,Active,Full-Time,Unk,Production,"General - Con",1948-10-24,MA,Female,"Fully Meets",3,1819,3,1,1,2022-10-19,"Customer Service",Internal,Passed,"Eric Weiss",3,649.51
Alison,Pugh,2022-05-12,NULL,"Sales Manager","Bradley Sandoval",SVG,Active,Contract,Unk,IT/IS,"Project Management - Con",1989-09-08,MA,Female,"Fully Meets",3,1702,4,1,2,2023-03-19,"Communication Skills",Internal,Completed,"Madison Rogers",5,733.92
Alissa,Frey,2018-12-07,NULL,"Production Technician I","Chase Swanson",WBL,Active,Full-Time,Unk,Production,"Field Operations",1977-04-11,MA,Female,"Fully Meets",3,1750,1,2,5,2022-08-20,"Project Management",Internal,Incomplete,"Maria Gonzalez",1,523.44
Aliya,Morton,2021-03-17,NULL,"Production Technician I","Jennifer Reeves",BPC,Active,Full-Time,Unk,Production,"Field Operations",1970-07-10,MA,Male,Exceeds,2,3141,3,1,4,2023-04-01,"Leadership Development",Internal,Incomplete,"Kevin Roth",3,311.92
Aliya,Moss,2022-12-20,2023-03-22,"Production Technician II","Keith Rasmussen",MSC,"Voluntarily Terminated",Full-Time,Resignation,Production,Wireless,1970-11-22,MA,Female,Exceeds,3,3371,4,2,5,2022-12-01,"Communication Skills",Internal,Passed,"Matthew Rios",2,210.15
Aliyah,Schmitt,2022-09-04,2023-05-30,"Production Technician II","Alexandra Clark",BPC,"Voluntarily Terminated",Part-Time,Involuntary,Production,"Field Operations",1989-02-19,MA,Male,"Fully Meets",3,1799,2,5,3,2022-10-27,"Technical Skills",Internal,Passed,"Marc Price",1,338.36
Aliza,Pace,2022-07-01,NULL,"Production Technician I","Michael Jenkins",PL,Active,Part-Time,Unk,Production,"Field Operations",1949-07-22,MA,Male,"Fully Meets",4,2894,1,4,4,2023-06-30,"Customer Service",Internal,Completed,"Julie Williams",5,203.06
Allan,Butler,2020-06-30,NULL,"Production Technician I","Jacob Taylor",SVG,Active,Full-Time,Unk,Production,Underground,1944-11-30,MA,Male,"Fully Meets",3,1180,4,3,1,2022-11-17,"Technical Skills",Internal,Completed,"Paul Terry",3,787.85
Allison,Frank,2019-11-03,NULL,"Sales Manager","Aaron Willis",EW,Active,Contract,Unk,IT/IS,"Field Operations",1975-12-29,MA,Male,"Fully Meets",3,1658,2,1,2,2023-06-06,"Project Management",External,Failed,"Bradley Walker",4,474.23
Allison,Lydon,2021-01-17,2021-06-08,"Production Technician I","Derek Vargas",MSC,"Leave of Absence",Full-Time,Retirement,Production,"General - Con",1975-02-10,MA,Female,"Fully Meets",3,1969,4,3,3,2022-08-29,"Communication Skills",Internal,Incomplete,"Eric Allen",4,967.94
Allisson,Braun,2020-08-31,NULL,"Production Technician I","Scott Torres",WBL,Active,Contract,Unk,Production,"Wireline Construction",1987-05-14,MA,Male,PIP,2,3021,5,3,4,2023-08-04,"Customer Service",External,Passed,"Rachel Roach",3,115.55
Ally,Brennan,2022-02-18,NULL,"Director of Operations","Robert Cannon",MSC,Active,Full-Time,Unk,IT/IS,"Field Operations",1989-07-25,MA,Male,"Fully Meets",5,2516,5,1,5,2023-01-31,"Customer Service",Internal,Completed,"Brian Powers",1,397.27
Ally,Goodman,2021-12-26,2022-01-29,"IT Manager - DB","Sean Wong",PL,Active,Contract,Voluntary,IT/IS,"General - Con",1949-12-23,MA,Male,"Fully Meets",5,2503,1,1,1,2023-05-14,"Technical Skills",External,Incomplete,"Paul Page",3,354.28
Ally,Zhang,2019-02-13,NULL,"Production Technician I","Ashley Williamson",MSC,Active,Full-Time,Unk,Production,"Field Operations",1979-07-06,MA,Male,"Fully Meets",3,3608,1,3,1,2023-03-14,"Project Management",External,Completed,"Robert Herrera",3,834.12
Allyson,Keller,2022-11-25,2023-04-12,"Software Engineer","Desiree Bender",PL,Active,Contract,Resignation,"Software Engineering","Field Operations",1958-11-01,MA,Male,"Fully Meets",3,1329,3,2,5,2023-06-11,"Project Management",External,Passed,"Sandra Bates",5,692.63
Allyson,Owen,2018-11-17,2020-03-12,"Production Technician I","Kimberly Marshall",NEL,"Voluntarily Terminated",Contract,Resignation,Production,"Finance & Accounting",1951-11-06,MA,Female,"Fully Meets",3,1155,2,3,1,2022-09-10,"Technical Skills",Internal,Failed,"Michael Price",1,339.01
Alma,Fischer,2021-11-23,2022-04-21,"Production Technician I","Krista Hernandez",NEL,"Voluntarily Terminated",Contract,Resignation,Production,Aerial,1955-04-13,MA,Male,"Fully Meets",3,3242,3,3,1,2022-10-25,"Communication Skills",Internal,Incomplete,"Tricia Nelson",2,364.55
Alma,Hanna,2021-04-13,2022-06-11,"Production Technician I","Patricia Potter",SVG,Active,Contract,Resignation,Production,"Wireline Construction",1954-01-28,MA,Female,"Fully Meets",2,3131,3,2,5,2023-01-15,"Leadership Development",Internal,Completed,"Tanya Cruz",3,937.85
Alma,Pennington,2022-01-14,NULL,"BI Developer","Mary Lewis",SVG,Active,Full-Time,Unk,IT/IS,"Field Operations",1970-08-06,MA,Female,"Fully Meets",3,1632,5,4,4,2023-03-26,"Leadership Development",External,Completed,"Jim Adams",4,196.31
Alonso,Williams,2019-12-27,NULL,"Production Technician I","Sara Farrell",PL,Active,Contract,Unk,Production,"General - Sga",1995-03-19,MA,Female,"Needs Improvement",3,1455,2,2,4,2023-05-15,"Leadership Development",Internal,Passed,"Rachel Moore",5,223.34
Alonzo,Bradley,2021-06-10,NULL,"Production Technician II","Mr. David Dudley",CCDR,Active,Part-Time,Unk,Production,"Wireline Construction",1958-08-18,MA,Male,"Fully Meets",1,2947,3,4,2,2022-08-13,"Project Management",External,Incomplete,"Collin Turner",1,543.81
Alvaro,Le,2018-11-03,NULL,"Production Manager","Michael Anderson",WBL,Active,Contract,Unk,Production,"General - Sga",1961-06-12,MA,Male,"Fully Meets",2,2400,4,4,3,2023-07-23,"Communication Skills",External,Completed,"Jesus Wiggins",4,872.57
Alyson,Hickman,2021-08-22,NULL,"Production Technician I","Matthew Lyons",PL,Active,Part-Time,Unk,Production,"Technology / It",1951-12-11,MA,Male,"Fully Meets",5,3339,1,1,3,2023-02-02,"Customer Service",External,Failed,"James Mclean",4,986.69
Alyssa,Proctor,2021-05-15,NULL,"Production Technician I","Elizabeth Fields",TNS,Active,Part-Time,Unk,Production,"Field Operations",1958-06-02,MA,Female,"Fully Meets",2,2964,4,1,3,2022-10-14,"Communication Skills",Internal,Incomplete,"Justin Bonilla",2,614.06
Alyvia,Mitchell,2022-06-10,NULL,"Production Technician I","Mary Kent",BPC,Active,Contract,Unk,Production,"General - Sga",1998-11-22,MA,Female,"Fully Meets",3,3308,1,3,2,2023-04-05,"Project Management",Internal,Passed,"Joanna Rivers PhD",4,864.47
Alyvia,Sellers,2020-06-22,NULL,"Production Technician II","Tracy Ramos",WBL,Active,Contract,Unk,Production,"General - Con",1950-06-07,MA,Female,"Fully Meets",3,1254,3,1,5,2023-04-20,"Project Management",Internal,Passed,"Ryan Adkins",3,252.53
Amanda,Allison,2022-08-02,2023-04-07,"Area Sales Manager","John Wright",NEL,Active,Contract,Voluntary,Sales,"General - Con",1964-11-08,AZ,Male,"Fully Meets",2,2655,2,5,5,2023-05-31,"Project Management",External,Incomplete,"Robert Keller",3,972.66
Amanda,Lambert,2020-03-05,2021-08-22,"Production Technician I","Matthew Ramirez",SVG,Active,Part-Time,Voluntary,Production,Aerial,1941-12-23,MA,Female,"Needs Improvement",3,1845,1,2,5,2022-12-31,"Customer Service",External,Passed,"Christopher Rowe",5,409.99
Amara,Castillo,2021-02-15,NULL,"Production Technician I","Dr. Daisy James",EW,Active,Full-Time,Unk,Production,"Field Operations",1943-08-24,MA,Male,"Fully Meets",3,1522,3,4,5,2023-05-17,"Technical Skills",External,Incomplete,"Kimberly Martin",3,791.99
Amara,Wood,2019-10-05,2023-05-21,"BI Developer","Patricia Moore",PL,"Terminated for Cause",Part-Time,Involuntary,IT/IS,Aerial,1993-01-23,MA,Female,"Fully Meets",3,1651,4,4,4,2022-12-20,"Customer Service",Internal,Passed,"Leslie Howell",5,595.83
Amare,Hartman,2019-07-05,2021-05-26,"Production Technician I","Brian Rogers",WBL,Active,Full-Time,Involuntary,Production,Splicing,1962-04-25,MA,Female,"Fully Meets",3,1777,1,3,1,2023-04-24,"Customer Service",External,Incomplete,"Daniel Barton",3,157.78
Amari,Bowen,2019-11-04,2021-12-29,"Production Technician I","Jennifer Boone",BPC,Active,Part-Time,Involuntary,Production,Engineers,1987-09-18,MA,Female,Exceeds,3,1863,5,2,2,2023-06-21,"Communication Skills",Internal,Passed,"Norman Chapman",3,559.52
Amari,Christian,2021-05-08,NULL,"Production Technician II","Mary Stokes",SVG,Active,Contract,Unk,Production,"General - Con",2000-11-11,MA,Female,"Fully Meets",3,1535,4,2,1,2022-10-09,"Customer Service",Internal,Failed,"Mrs. Kelly Rich PhD",3,442.86
Amaris,Kirk,2020-02-28,NULL,"Production Technician II","Erica Wilson",PL,Active,Part-Time,Unk,Production,Engineers,1998-01-26,MA,Female,Exceeds,5,2187,2,1,5,2023-06-07,"Communication Skills",Internal,Completed,"Christopher Maxwell",1,575.77
